FID,the_geom,code,timestamp,air_pressure,air_temperature,relative_humidity,precipitation,wind_speed,wind_direction,qc_flags
aws_10min.fid--18bb3085_18f8bd049eb_-6e6b,POINT (4.358 50.797),6447,2024-03-13T04:20:00,1002.92,10.11,98.69,0,,240,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e6a,POINT (4.358 50.797),6447,2024-03-13T04:30:00,1002.92,10.05,99.29,0,,236.4,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e69,POINT (4.358 50.797),6447,2024-03-13T04:40:00,1002.92,10.02,99.57,0,,239.9,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e68,POINT (4.358 50.797),6447,2024-03-13T04:50:00,1003.04,10.01,99.52,0,,238.3,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e67,POINT (4.358 50.797),6447,2024-03-13T05:00:00,1003.04,10,99.77,0,,232.4,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e66,POINT (4.358 50.797),6447,2024-03-13T05:10:00,1003.04,9.98,100,0,,232.2,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e65,POINT (4.358 50.797),6447,2024-03-13T05:20:00,1003.04,9.97,100,0.03,,230.4,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e64,POINT (4.358 50.797),6447,2024-03-13T05:30:00,1003.16,9.95,100,0.03,,233.7,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e63,POINT (4.358 50.797),6447,2024-03-13T05:40:00,1003.16,9.93,100,0.03,,227.8,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e62,POINT (4.358 50.797),6447,2024-03-13T05:50:00,1003.27,9.93,100,0.03,,223.4,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e61,POINT (4.358 50.797),6447,2024-03-13T06:00:00,1003.28,9.93,100,0.03,,222.8,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e60,POINT (4.358 50.797),6447,2024-03-13T06:10:00,1003.36,9.93,100,0.03,,231.5,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e5f,POINT (4.358 50.797),6447,2024-03-13T06:20:00,1003.4,9.93,100,0.03,,230.7,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e5e,POINT (4.358 50.797),6447,2024-03-13T06:30:00,1003.51,9.93,100,0.03,,233.9,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e5d,POINT (4.358 50.797),6447,2024-03-13T06:40:00,1003.4,9.93,100,0.04,,233.9,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e5c,POINT (4.358 50.797),6447,2024-03-13T06:50:00,1003.4,9.93,100,0.03,,227.8,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e5b,POINT (4.358 50.797),6447,2024-03-13T07:00:00,1003.5,9.93,99.82,0,,224.3,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e5a,POINT (4.358 50.797),6447,2024-03-13T07:10:00,1003.41,9.96,99.72,0,,229.1,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e59,POINT (4.358 50.797),6447,2024-03-13T07:20:00,1003.59,10.01,99.69,0,,231.7,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e58,POINT (4.358 50.797),6447,2024-03-13T07:30:00,1003.64,10.06,98.76,0,,232.7,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e57,POINT (4.358 50.797),6447,2024-03-13T07:40:00,1003.76,10.11,98.4,0,,232.7,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e56,POINT (4.358 50.797),6447,2024-03-13T07:50:00,1003.76,10.14,98.95,0,,230.9,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e55,POINT (4.358 50.797),6447,2024-03-13T08:00:00,1003.76,10.24,98.6,0,,217.3,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e54,POINT (4.358 50.797),6447,2024-03-13T08:10:00,1003.88,10.37,98.59,0,,214.3,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e53,POINT (4.358 50.797),6447,2024-03-13T08:20:00,1003.88,10.42,98.26,0,,223.3,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e52,POINT (4.358 50.797),6447,2024-03-13T08:30:00,1003.99,10.39,97.63,0,,221.7,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e51,POINT (4.358 50.797),6447,2024-03-13T08:40:00,1004,10.45,97.19,0,,222.9,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e50,POINT (4.358 50.797),6447,2024-03-13T08:50:00,1004,10.52,96.93,0,,223.4,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e4f,POINT (4.358 50.797),6447,2024-03-13T09:00:00,1004.12,10.58,96.72,0,,233.2,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e4e,POINT (4.358 50.797),6447,2024-03-13T09:10:00,1004.13,10.7,95.86,0,,232,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e4d,POINT (4.358 50.797),6447,2024-03-13T09:20:00,1004.22,10.93,95.06,0,,230.4,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e4c,POINT (4.358 50.797),6447,2024-03-13T09:30:00,1004.24,11.13,94.04,0,,229.7,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e4b,POINT (4.358 50.797),6447,2024-03-13T09:40:00,1004.24,11.31,91.98,0,,233.9,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e4a,POINT (4.358 50.797),6447,2024-03-13T09:50:00,1004.34,11.48,91.35,0,,227.6,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e49,POINT (4.358 50.797),6447,2024-03-13T10:00:00,1004.36,11.57,90.65,0,,229.1,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e48,POINT (4.358 50.797),6447,2024-03-13T10:10:00,1004.4,11.6,90.39,0,,229.5,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e47,POINT (4.358 50.797),6447,2024-03-13T10:20:00,1004.48,11.63,90.18,0,,234.2,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e46,POINT (4.358 50.797),6447,2024-03-13T10:30:00,1004.61,11.68,89.4,0,,241.2,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e45,POINT (4.358 50.797),6447,2024-03-13T10:40:00,1004.69,11.64,88.23,0,,239.1,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e44,POINT (4.358 50.797),6447,2024-03-13T10:50:00,1004.67,11.82,87.67,0,,242,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e43,POINT (4.358 50.797),6447,2024-03-13T11:00:00,1004.7,11.9,85.55,0,,234.4,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e42,POINT (4.358 50.797),6447,2024-03-13T11:10:00,1004.6,11.73,85.74,0,,233.9,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e41,POINT (4.358 50.797),6447,2024-03-13T11:20:00,1004.55,11.77,85.72,0,,223.6,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e40,POINT (4.358 50.797),6447,2024-03-13T11:30:00,1004.48,11.93,85.13,0,,224.3,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e3f,POINT (4.358 50.797),6447,2024-03-13T11:40:00,1004.48,11.96,84.86,0,,226.5,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e3e,POINT (4.358 50.797),6447,2024-03-13T11:50:00,1004.42,12.01,83.89,0,,224.2,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e3d,POINT (4.358 50.797),6447,2024-03-13T12:00:00,1004.36,12.03,83.83,0,,228.9,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e3c,POINT (4.358 50.797),6447,2024-03-13T12:10:00,1004.44,12.06,84.13,0,,229.5,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e3b,POINT (4.358 50.797),6447,2024-03-13T12:20:00,1004.43,12.15,84.62,0,,227.7,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e3a,POINT (4.358 50.797),6447,2024-03-13T12:30:00,1004.45,12.16,84.72,0,,223.1,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e39,POINT (4.358 50.797),6447,2024-03-13T12:40:00,1004.4,12.13,83.96,0,,223,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e38,POINT (4.358 50.797),6447,2024-03-13T12:50:00,1004.38,12.14,83.72,0,,229.9,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e37,POINT (4.358 50.797),6447,2024-03-13T13:00:00,1004.36,12.03,84.52,0,,232.4,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e36,POINT (4.358 50.797),6447,2024-03-13T13:10:00,1004.3,11.99,84.95,0,,230.2,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e35,POINT (4.358 50.797),6447,2024-03-13T13:20:00,1004.25,12.09,85.17,0,,233.8,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e34,POINT (4.358 50.797),6447,2024-03-13T13:30:00,1004.22,12.12,85.18,0,,222.7,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e33,POINT (4.358 50.797),6447,2024-03-13T13:40:00,1004.17,12.11,84.61,0,,226.4,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e32,POINT (4.358 50.797),6447,2024-03-13T13:50:00,1004.12,12.15,84.81,0,,224.3,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e31,POINT (4.358 50.797),6447,2024-03-13T14:00:00,1004.24,12.13,85.07,0,,228.2,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e30,POINT (4.358 50.797),6447,2024-03-13T14:10:00,1004.23,12.07,84.84,0,,240.6,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e2f,POINT (4.358 50.797),6447,2024-03-13T14:20:00,1004.24,12.04,84.91,0,,235.2,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e2e,POINT (4.358 50.797),6447,2024-03-13T14:30:00,1004.24,12.09,84.87,0,,231.3,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e2d,POINT (4.358 50.797),6447,2024-03-13T14:40:00,1004.16,12.11,84.6,0,,227.6,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e2c,POINT (4.358 50.797),6447,2024-03-13T14:50:00,1004.15,12.2,84.42,0,,228.5,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e2b,POINT (4.358 50.797),6447,2024-03-13T15:00:00,1004.1,12.25,82.3,0,,229.9,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e2a,POINT (4.358 50.797),6447,2024-03-13T15:10:00,1004.1,12.21,81.49,0,,228,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e29,POINT (4.358 50.797),6447,2024-03-13T15:20:00,1004.02,12.18,80.99,0,,223.8,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e28,POINT (4.358 50.797),6447,2024-03-13T15:30:00,1004,12.16,81.04,0,,216.2,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e27,POINT (4.358 50.797),6447,2024-03-13T15:40:00,1004.02,12.14,81.64,0,,215.6,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e26,POINT (4.358 50.797),6447,2024-03-13T15:50:00,1004,12.15,82.32,0,,214.4,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e25,POINT (4.358 50.797),6447,2024-03-13T16:00:00,1004,12.19,82.14,0,,214.5,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e24,POINT (4.358 50.797),6447,2024-03-13T16:10:00,1003.89,12.22,81.88,0,,215.9,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e23,POINT (4.358 50.797),6447,2024-03-13T16:20:00,1003.9,12.18,81.69,0,,220.8,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e22,POINT (4.358 50.797),6447,2024-03-13T16:30:00,1003.89,12.17,81.98,0,,220.8,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e21,POINT (4.358 50.797),6447,2024-03-13T16:40:00,1003.88,12.12,82.45,0,,225.7,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e20,POINT (4.358 50.797),6447,2024-03-13T16:50:00,1003.88,12.08,82.81,0,,223.3,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6e1f,POINT (4.358 50.797),6447,2024-03-13T17:00:00,1003.89,12.04,82.56,0,,219.9,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
